88.04295,100.0939
79.5756,85.65329
-23.57695,-90.26741
71.10824,71.21269
-15.10959,-75.82681
62.64088,56.77208
-6.642227,-61.38622
54.17352,42.33148
1.825134,-46.94563
45.70615,27.89088
10.2925,-32.50503
37.23878,13.45029
18.75986,-18.06442
28.77142,-0.9903107
27.22723,-3.62384
20.10744,-15.31339
-25.18295,-89.67295
11.3996,-29.61028
-16.47511,-75.37607
2.69175,-43.90715
-7.767273,-61.07919
-6.016098,-58.20403
-13.34623,-69.38972
-26.35113,-89.23502
-22.52156,-83.39116
-28.18951,-91.32828
-30.10884,-93.3136
-33.80564,-96.58638
-41.57342,-100.0939
-54.71697,-90.98852
-63.33077,-80.8634
-71.7391,-66.68736
-76.88796,-54.13094
-81.05368,-41.9147
-88.04295,-28.06347
-87.70387,-11.37889
-82.84201,4.378479
-73.22764,17.42323
-62.17566,29.48207
-51.24261,41.00916
-36.71777,49.02739
-21.22905,53.99072
-6.591896,50.5667
8.356773,46.75854
21.62643,44.48132
35.65883,42.60863
47.41653,32.02989
52.57555,22.97525
58.74993,10.02911
63.06226,-4.868271
65.97144,-20.21304
63.28817,-32.51149
59.24303,-40.33263
52.43198,-52.07122
44.92229,-63.98306
34.82135,-73.22167
24.66186,-78.57692
13.11733,-84.65699
0.591217,-85.17886
-12.55939,-81.82735
-16.4353,-79.78873
-27.375,-74.03474
-37.89639,-67.54776
-48.03809,-58.66813
-55.0086,-44.18889
-59.6442,-33.33351
-62.46908,-17.356
-61.11207,-1.158386
-51.65274,12.01672
-35.46048,14.01218
-24.4277,15.78636
-9.724365,19.05682
2.739624,22.03004
11.04714,21.02596
23.49226,10.68196
28.41233,-3.105148
29.63535,-14.04039
26.97771,-29.63416
23.0313,-41.15025
12.30404,-53.75945
-2.733536,-57.88118
-15.34658,-54.45131
-26.12695,-47.60128
-32.29304,-35.07304
-27.21691,-23.74807
-14.10021,-19.74382
