61.41599,107.2428
59.9016,106.0157
66.4312,8.983856
64.73518,35.70879
64.63477,37.29085
63.79904,50.45995
65.17966,28.70482
63.58298,53.8644
64.79951,34.69478
65.09216,30.08344
61.86517,80.93277
68.66058,-26.1458
66.04561,15.05956
61.84746,81.21187
66.37889,9.807877
67.64458,-10.13609
63.88446,49.11383
65.43581,24.6684
68.92763,-30.35373
63.69525,52.09526
66.93878,0.9854584
64.98381,31.79057
66.25041,11.83226
66.89156,1.729553
66.16957,13.10619
70.23373,-54.82316
68.47664,-25.51649
68.14958,-20.06164
67.80522,-14.31792
68.22134,-21.25847
69.70187,-45.95248
69.39485,-40.83162
65.14505,-58.39236
11.13549,-54.48441
-18.26978,-107.2428
-52.35579,-93.38643
-68.34633,-32.75232
3.677414,-28.13512
22.42908,-1.07164
47.28732,-26.10988
22.59254,5.870773
38.38808,-14.58502
62.31375,-47.35058
64.54678,-50.58382
31.0006,-43.24446
-17.86438,-98.12172
-70.23374,-36.35754
14.03123,-18.70827
17.17812,24.47745
22.29532,16.12476
49.88046,-29.00653
62.18246,-49.7571
12.84178,-78.8362
-47.30885,-87.19001
-49.75424,-27.63065
15.98232,-21.90565
23.55957,26.63188
55.55515,33.71544
17.75026,-4.883759
0.553215,-22.70862
-36.15101,-60.75285
18.27242,-16.89593
