58.34759,108.1749
56.92327,106.9656
56.14239,106.3027
56.4154,106.5345
56.50426,106.6099
57.65145,107.5839
56.58807,106.6811
56.86181,106.9136
57.4706,107.4305
57.16053,107.1672
57.03671,107.0622
55.40981,106.6286
57.94831,98.64951
71.63555,-59.70696
58.96125,86.93011
70.62261,-47.98759
59.97419,75.21075
69.60967,-36.26821
60.98713,63.49138
68.59672,-24.54884
62.00007,51.772
67.58378,-12.82945
63.01302,40.05263
66.57084,-1.110077
64.02596,28.33325
65.55788,10.6093
65.0389,16.61388
65.51287,10.89738
71.32571,-59.20847
66.48489,-0.8254547
70.35371,-47.48562
67.45687,-12.54829
69.38171,-35.76278
68.42887,-24.27115
68.44805,-24.50235
71.32571,-59.20847
69.42004,-36.2252
70.35371,-47.48563
70.38816,-47.94835
71.08877,-57.35476
71.12133,-59.68513
71.17808,-63.74729
65.99642,-57.56729
61.03506,-49.16533
56.30602,-40.17491
50.24259,-31.69334
40.99642,-31.12265
30.71357,-35.55077
26.91306,-38.59731
19.15478,-44.48247
10.95181,-51.77598
13.02074,-62.32059
13.97655,-70.54801
11.11467,-81.84892
7.847191,-90.55508
5.52211,-94.57661
1.151474,-100.6797
-4.548393,-105.7484
-15.26378,-108.1749
-25.01572,-105.96
-29.93262,-104.8189
-37.07224,-102.4119
-38.50865,-101.7268
-41.38149,-100.3567
-46.91625,-97.21223
-52.49595,-93.58414
-58.43729,-86.43159
-62.85455,-78.67846
-67.25974,-69.38806
-69.32442,-63.13553
-71.63556,-52.91435
-71.54782,-45.16554
-67.97202,-34.14926
-59.44748,-26.99987
-50.29764,-23.81425
-39.90652,-24.79223
-28.89065,-27.94891
-21.65693,-30.59243
-11.88504,-33.9995
-1.50267,-31.08745
2.845352,-28.92046
11.58813,-24.68575
21.90491,-21.12611
30.47741,-20.19186
27.3829,-10.48586
26.73389,-9.374435
21.45121,-0.3278503
15.68304,8.395447
10.83824,17.71504
