73.8831,118.4474
76.92145,86.30731
77.84999,75.5419
78.07693,72.91068
74.27757,116.9603
79.6214,55.00417
75.37225,104.2687
76.70694,88.79434
78.72093,65.44424
76.03902,96.53822
78.52374,67.73053
76.15436,95.20093
76.99039,85.50803
75.84041,98.84084
77.10184,84.21582
78.94955,62.79353
78.53596,67.58873
77.18622,83.23767
78.28021,70.55389
77.54088,79.1257
76.78621,87.87541
77.41956,80.53223
80.3979,101.5467
74.03349,46.25633
75.04134,55.78096
72.57765,32.4978
73.88011,44.80679
72.1602,5.732056
79.53874,-19.49849
79.96718,-22.39564
51.51804,-51.26039
50.93192,-48.07483
45.02908,-54.78737
21.08766,-78.59941
-7.700447,-98.85751
-27.27778,-101.2165
-44.94797,-78.9516
-70.10649,-41.37178
-42.95971,5.703018
-0.4277496,37.38657
15.14603,49.64116
59.79628,1.844376
81.39894,-35.77622
28.84158,-69.9967
-15.64165,-103.4574
-39.62687,-89.40184
-69.99318,-40.09423
-47.31653,15.70963
-9.168762,35.16623
31.16325,44.76602
83.62521,-27.47777
43.13536,-63.66966
-7.833183,-99.1064
-60.70686,-42.44276
-63.97784,-37.20832
-73.94659,-18.08305
-33.32854,27.47049
23.22636,46.25583
80.68175,-32.56571
36.02531,-77.66116
-21.93638,-118.4474
-83.62521,-33.52277
-12.12843,35.92416
