60.00153,100.8915
66.06498,94.22247
-13.07896,-27.62433
13.7429,13.86357
18.46285,21.16438
34.78559,46.41232
18.46708,21.1709
-7.93354,-19.66543
-22.84749,-42.73425
35.33981,47.26958
20.5397,24.37683
-4.254036,-13.97398
44.19971,60.97401
-10.97978,-24.37733
-22.07663,-41.54189
37.23467,50.20056
14.29546,14.71832
-17.41285,-34.32797
20.21415,23.87326
7.418739,4.081436
5.750511,1.501007
-28.08675,-50.72482
-25.39902,-46.57138
-46.76482,-79.54364
-13.18681,-27.72512
-23.25995,-43.27026
-44.0151,-78.06178
45.77856,-69.9519
14.74891,-40.24054
-26.14867,-20.14397
-58.39692,-73.65408
-53.04713,-82.82024
-54.38326,-54.13185
11.62466,-73.69054
44.81341,-68.46981
55.1878,-62.61488
18.67657,-53.23297
-17.8978,-40.63811
-19.37746,-100.8915
-10.21009,-44.48917
-11.9726,-26.1628
-0.5188141,-85.44273
-43.68295,-40.13461
-28.74855,-66.05095
-20.91869,-97.4539
-11.60625,-37.39196
-38.43431,-58.60994
-66.31795,-49.4976
-46.38919,-64.95004
1.808762,-41.80527
-37.96629,-61.95592
34.35986,-79.47974
-41.25137,-32.36368
34.87707,68.54655
26.01423,61.1171
57.28765,33.66888
-49.79357,-72.79179
34.09582,-76.80273
-8.535988,-6.440964
-59.81749,-44.81152
66.31796,69.53903
-11.72497,-91.6068
-43.21858,-77.47819
