-3.261322,69.1864
-16.15217,68.06999
-32.9263,64.14116
-50.98866,55.29242
-64.91278,40.17049
-72.32835,22.85133
-72.63451,16.10286
-73.10619,-6.56517
-64.1574,-24.86751
-54.73202,-35.10817
-47.46085,-42.03024
-32.50311,-54.40601
-25.21852,-58.5117
-11.61166,-66.07698
5.668022,-68.56447
21.09765,-66.76838
32.45061,-61.80122
43.10889,-54.71777
52.72424,-45.99104
69.25393,-29.84514
76.67986,-19.58363
51.6992,9.267563
21.82084,39.16289
22.03394,38.94968
51.48609,9.480759
37.15118,23.82381
35.65064,25.32521
42.15791,18.81425
34.83537,26.14095
5.965462,54.23166
20.50051,40.10886
8.277473,51.29672
-2.450104,58.05664
-20.76798,61.72072
-36.75451,59.22586
-61.34177,43.45314
-76.67986,22.14607
-73.15892,-6.231644
-59.3377,-29.27812
-46.00057,-44.87302
-51.08451,-38.36774
-51.71075,-37.56642
-50.67449,-38.8924
-40.96476,-48.67645
-22.12832,-62.21699
4.105232,-69.1864
35.55996,-57.98886
54.07272,-41.5125
61.62292,-13.06105
27.5425,25.89169
33.99029,18.52208
12.60157,42.55566
-1.602249,58.47031
-41.15031,58.98027
-69.37999,31.52171
-63.75091,-7.763107
-48.11295,-41.41032
-19.65044,-59.69061
16.89294,-65.16992
53.3518,-47.21418
74.34173,-18.12596
